Team Name,School Name,Team Mascot,Conference,Division,Club Code,Club Code 2,NFS Team Code,NCAA ID
Wayne State Wildcats,Wayne State College (Neb.),Wildcats,Northern Sun Intercollegiate Conference,2,WSW,WSC,NEWA,1433.0
Waynesburg Yellow Jackets,Waynesburg University,Yellow Jackets,Presidents Athletic Conference,3,WYJ,WU,PAWB,1434.0
Webber Warriors,Webber International University,Warriors,The Sun Conference,NAIA,WIU,WEB,FLWE,505632.0
Weber State Wildcats,Weber State University,Wildcats,Big Sky Conference,1AA,WEB,WSU,UTWB,758.0
Wesley Wolverines,Wesley College,Wolverines,New Jersey Athletic Conference,3,WCW,WC,DEWC,763.0
Wesleyan Cardinals,Wesleyan University,Cardinals,New England Small College Athletic Conference,3,WUC,WU,CTWS,764.0
West,West,West,,OTHER,W,WES,WEST,
West Alabama Tigers,University of West Alabama,Tigers,Gulf South Conference,2,UWA,WA,ALLI,358.0
West Chester Golden Rams,West Chester University,Golden Rams,Pennsylvania State Athletic Conference,2,WCU,CHE,PAWC,765.0
West Georgia Wolves,University of West Georgia,Wolves,Gulf South Conference,2,WG,WGA,GAWG,766.0
West Liberty Hilltoppers,West Liberty University,Hilltoppers,Mountain East Conference,2,WL,WlU,WVWL,1438.0
West Texas A&M Buffalos,West Texas A&M University,Buffalos,Lone Star Conference,2,WTA,TAM,TXWE,767.0
West Virginia Mountaineers,West Virginia University,Mountaineers,Big Twelve Conference,1A,WV,WVU,WVUN,768.0
West Virginia State Yellow Jackets,West Virginia State College,Yellow Jackets,Mountain East Conference,2,WVS,WV,WVST,1439.0
West Virginia Tech Golden Bears,West Virginia Tech,Golden Bears,NO FOOTBALL,NAIA,WVT,WEV,WVIT,14901.0
West Virginia Wesleyan Bobcats,West Virginia Wesleyan College,Bobcats,Mountain East Conference,2,WVW,WV,WVWE,9630.0
Western Carolina Catamounts,Western Carolina University,Catamounts,Southern Conference,1AA,WC,WCU,NCWE,769.0
Western Connecticut Colonials,Western Connecticut State University,Colonials,Massachusetts State College Athletic Conference,3,WCS,WC,CTWE,770.0
Western Illinois Leathernecks,Western Illinois University,Leathernecks,Missouri Valley Football Conference,1AA,WIU,WES,ILWE,771.0
Western Kentucky Hilltoppers,Western Kentucky University,Hilltoppers,Conference USA,1A,WKU,WES,KYWE,772.0
Western Michigan Broncos,Western Michigan University,Broncos,Mid-American Conference,1A,WMU,WM,MIWE,774.0
Western New England Golden Bears,Western New England College,Golden Bears,New England Football Conference,3,WNE,WNC,MAWE,775.0
Western New Mexico Mustangs,Western New Mexico University,Mustangs,Rocky Mountain Athletic Conference,2,WNM,NM,NMWE,1445.0
Western Oregon Wolves,Western Oregon University,Wolves,Great Northwest Athletic Conference,2,WOU,WES,ORCL,1446.0
Western State Mountaineers,Western State College,Mountaineers,Rocky Mountain Athletic Conference,2,WES,WSC,COWE,2759.0
Westfield Owls,Westfield State College,Owls,Massachusetts State College Athletic Conference,3,WSO,WSC,MAWF,777.0
Westminster Blue Jays,Westminster College,Blue Jays,Upper Midwest Athletic Conference,3,WBJ,WC,MOWM,1450.0
Westminster Titans,Westminster College,Titans,Presidents Athletic Conference,3,WCT,WES,PAWM,1451.0
Wheaton Thunder,Wheaton College (Ill.),Thunder,College Conference of Illinois and Wisconsin,3,WHE,WC,ILWH,778.0
White,White,White,Other,OTHER,WHI,WH,FCWH,
Whittier Poets,Whittier College,Poets,Southern California Intercollegiate Athletic Conf.,3,WHI,WC,CAWH,781.0
Whitworth Pirates,Whitworth College,Pirates,Northwest Conference,3,WCP,WC,WAWW,1454.0
Widener Pride,Widener University,Pride,Middle Atlantic Conference,3,WID,WU,PAWD,783.0
Wilfrid Laurier University,Wilfrid Laurier University,Wilfrid Laurier University,Ontario Universities Athletic Association,Canada,WIL,WLU,CNWI,
Wilkes Colonels,Wilkes University,Colonels,Middle Atlantic Conference,3,WLK,WU,PAWL,784.0
Willamette Bearcats,Willamette University,Bearcats,Northwest Conference,3,WIL,WU,ORWI,785.0
William & Mary Tribe,College of William & Mary,Tribe,Colonial Athletic Association,1AA,CWM,WM,VAWM,786.0
William Jewell Cardinals,William Jewell College,Cardinals,Great Lakes Valley Conference,2,WJ,WJC,MOWJ,30120.0
William Paterson Pioneers,William Paterson University,Pioneers,New Jersey Athletic Conference,3,WPP,WPU,NJWP,787.0
William Penn Statemen,William Penn University,Statemen,Mid-States Football Association,NAIA,WPU,WIL,IAWP,506401.0
Williams Ephs,Williams College,Ephs,New England Small College Athletic Conference,3,WCE,WC,MAWI,789.0
Wilmington Quakers,Wilmington College,Quakers,Ohio Athletic Conference,3,WCQ,WC,OHWL,1461.0
Wingate Bulldogs,Wingate University,Bulldogs,South Atlantic Conference,2,WIN,WU,NCWI,1462.0
Winona State Warriors,Winona State University,Warriors,Northern Sun Intercollegiate Conference,2,WNS,WSU,MNWI,790.0
Winston-Salem Rams,Winston-Salem State University,Rams,Central Intercollegiate Athletic Association,2,WSS,WIN,NCWS,791.0
Wisconsin Badgers,University of Wisconsin,Badgers,Big Ten Conference,1A,WI,WIS,WIUN,796.0
Wisconsin Lutheran Warriors,Wisconsin Lutheran College,Warriors,Northern Athletics Conference,3,WLW,WIS,WILU,8911.0
Wisconsin-Eau Claire Blugolds,University of Wisconsin-Eau Claire,Blugolds,Wisconsin Intercollegiate Athletic Conference,3,WEC,WIS,WIEC,793.0
Wisconsin-LaCrosse Eagles,University of Wisconsin-LaCrosse,Eagles,Wisconsin Intercollegiate Athletic Conference,3,WLC,WIS,WILC,795.0
Wisconsin-Oshkosh Titans,University of Wisconsin-Oshkosh,Titans,Wisconsin Intercollegiate Athletic Conference,3,WOS,WIS,WIOS,798.0
Wisconsin-Platteville Pioneers,University of Wisconsin-Platteville,Pioneers,Wisconsin Intercollegiate Athletic Conference,3,WP,WIS,WIPL,800.0
Wisconsin-River Falls Falcons,University of Wisconsin-River Falls,Falcons,Wisconsin Intercollegiate Athletic Conference,3,WRF,RF,WIRF,801.0
Wisconsin-Stevens Point Pointers,University of Wisconsin-Stevens Point,Pointers,Wisconsin Intercollegiate Athletic Conference,3,WSP,WIS,WISP,802.0
Wisconsin-Stout Blue Devils,University of Wisconsin-Stout,Blue Devils,Wisconsin Intercollegiate Athletic Conference,3,WST,WIS,WIME,803.0
Wisconsin-Whitewater Warhawks,University of Wisconsin-Whitewater,Warhawks,Wisconsin Intercollegiate Athletic Conference,3,WWH,WIS,WIWH,805.0
Wittenberg Tigers,Wittenberg University,Tigers,North Coast Athletic Conference,3,WIT,WU,OHWT,806.0
Wofford Terriers,Wofford College,Terriers,Southern Conference,1AA,WOF,WC,SCWO,2915.0
Wooster Fighting Scots,College of Wooster,Fighting Scots,North Coast Athletic Conference,3,WOO,CW,OHWO,807.0
Worcester State Lancers,Worcester State College,Lancers,Massachusetts State College Athletic Conference,3,WSL,WOR,MAWS,809.0
WPI Engineers,Worcester Polytechnic Institute,Engineers,Liberty League,3,WPI,WOR,MAWP,808.0
Wranglers,Wranglers,Wranglers,Other,OTHER,WRA,W,WRAN,
Wyoming Cowboys,University of Wyoming,Cowboys,Mountain West Conference,1A,WY,WYO,WYUN,811.0
Yale Bulldogs,Yale University,Bulldogs,Ivy League,1AA,YAL,YU,CTYA,813.0
Youngstown State Penguins,Youngstown State University,Penguins,Missouri Valley Football Conference,1AA,YOU,YSU,OHYO,817.0
